year	country	gov_right1	gov_cent1	gov_left1	gov_party	elect	vturn	womenpar	realgdpgr	inflation	debt_hist	deficit	ttl_labf	labfopar	unemp	pop	pop15_64	pop65	elderly
1975	Sweden	0.00	0.00	100.00	5		90.8	21.4	2.55	9.78	25.75	4.75	4129.00	78.51	1.80	8192.44	5259.24	1237.94	15.11
1976	Sweden	12.16	10.94	75.68	4	19/09/1976	91.8	22.9	1.06	10.25	24.02	6.13	4159.00	79.01	1.80	8222.29	5263.77	1262.30	15.35
1977	Sweden	50.00	45.00	0.00	1		91.8	22.9	-1.60	11.44	26.07	1.52	4181.00	79.31	2.00	8251.54	5273.19	1287.17	15.60
1978	Sweden	59.81	35.14	0.00	1		91.8	22.9	1.75	10.00	30.11	-0.61	4218.70	79.81	2.50	8275.60	5285.97	1312.17	15.86
1979	Sweden	87.45	7.40	0.00	1	16/09/1979	90.7	27.8	3.84	7.21	34.50	-2.64	4277.20	80.63	2.30	8293.68	5304.59	1334.62	16.09
1980	Sweden	61.90	33.33	0.00	1		90.7	27.8	1.70	13.71	43.11	-5.37	4328.20	81.23	2.20	8310.53	5328.42	1353.75	16.29
1981	Sweden	47.78	46.97	0.00	1		90.7	27.8	0.45	12.10	50.88	-4.41	4344.20	81.20	2.80	8320.50	5349.92	1369.90	16.46
1982	Sweden	29.83	42.62	23.29	2	19/09/1982	91.4	27.5	1.25	8.59	60.22	-6.19	4374.40	81.49	3.40	8325.26	5367.71	1386.39	16.65
1983	Sweden	0.00	0.00	100.00	5		91.4	27.5	1.90	8.87	64.00	-4.83	4395.10	81.68	3.70	8329.03	5381.37	1402.54	16.84
1984	Sweden	0.00	0.00	100.00	5		91.4	27.5	4.23	8.04	65.18	-2.85	4408.90	81.77	3.30	8336.61	5391.77	1417.30	17.00
1985	Sweden	0.00	0.00	100.00	5	15/09/1985	89.9	31.5	2.16	7.37	64.86	-3.45	4436.20	82.24	2.90	8350.39	5394.45	1439.36	17.24
1986	Sweden	0.00	0.00	100.00	5		89.9	31.5	2.69	4.24	64.45	-0.33	4396.20	81.47	2.70	8369.83	5396.36	1465.61	17.51
1987	Sweden	0.00	0.00	100.00	5		89.9	31.5	3.35	4.19	57.39	3.12	4418.00	81.65	2.20	8397.80	5410.54	1485.06	17.68
1988	Sweden	0.00	0.00	100.00	5	18/09/1988	86.0	38.4	2.56	5.82	51.45	3.13	4459.00	82.07	1.80	8436.49	5433.37	1498.73	17.76
1989	Sweden	0.00	0.00	100.00	5		86.0	38.4	2.65	6.44	46.81	3.07	4515.00	82.63	1.60	8492.96	5466.96	1511.03	17.79
1990	Sweden	0.00	0.00	100.00	5		86.0	38.4	0.75	10.37	42.81	3.18	4568.00	83.04	1.70	8558.83	5501.90	1521.91	17.78
1991	Sweden	15.26	8.22	75.34	4	15/09/1991	86.7	33.5	-1.15	9.44	51.22	-0.07	4545.00	82.25	3.10	8617.38	5525.74	1528.97	17.74
1992	Sweden	65.00	30.00	0.00	1		86.7	33.5	-1.16	2.37	68.22	-8.44	4470.00	80.63	5.60	8668.07	5543.37	1533.14	17.69
1993	Sweden	61.90	33.33	0.00	1		86.7	33.5	-2.07	4.73	73.44	-10.75	4380.00	78.72	9.10	8718.56	5562.49	1535.33	17.61
1994	Sweden	47.15	25.39	23.84	2	18/09/1994	86.8	40.4	3.92	2.16	77.57	-8.73	4354.00	77.85	9.40	8780.75	5593.53	1538.12	17.52
1995	Sweden	0.00	0.00	100.00	5		86.8	40.4	4.25	2.46	75.97	-7.00	4391.00	78.12	8.80	8826.94	5621.20	1541.72	17.47
1996	Sweden	0.00	0.00	100.00	5		86.8	40.4	1.54	0.53	78.93	-3.09	4402.50	78.14	9.60	8841.00	5634.29	1543.31	17.46
1997	Sweden	0.00	0.00	100.00	5		86.8	40.4	3.12	0.66	77.34	-1.55	4367.20	77.36	9.90	8846.06	5645.29	1542.83	17.44
1998	Sweden	0.00	0.00	100.00	5	20/09/1998	81.4	42.7	4.13	-0.27	76.62	0.86	4347.00	76.81	8.20	8850.97	5659.50	1540.01	17.40
1999	Sweden	0.00	0.00	100.00	5		81.4	42.7	4.27	0.46	67.20	0.78	4381.00	76.99	6.70	8857.87	5678.69	1535.10	17.33
2000	Sweden	0.00	0.00	100.00	5		81.4	42.7	4.89	0.90	56.93	3.24	4418.00	77.44	5.60	8872.11	5705.14	1531.72	17.26
2001	Sweden	0.00	0.00	100.00	5		81.4	42.7	1.72	2.41	58.36	1.44	4465.00	77.63	5.80	8895.96	5738.95	1531.48	17.22
2002	Sweden	0.00	0.00	100.00	5	15/09/2002	80.1	45.0	2.08	2.16	58.10	-1.47	4477.60	77.52	6.00	8924.96	5775.93	1532.93	17.18
2003	Sweden	0.00	0.00	100.00	5		80.1	45.3	2.52	1.93	57.02	-1.31	4497.00	77.33	6.60	8958.23	5815.25	1537.52	17.16
2004	Sweden	0.00	0.00	100.00	5		80.1	45.3	3.79	0.37	56.50	0.33	4511.82	77.07	7.40	8993.53	5854.45	1547.79	17.21
2005	Sweden	0.00	0.00	100.00	5		80.1	45.3	2.81	0.45	57.55	1.81	4622.20	78.37	7.70	9029.57	5897.54	1559.85	17.27
2006	Sweden	16.44	7.67	75.89	4	17/09/2006	82.0	47.3	4.95	1.36	51.25	2.18	4671.00	78.48	7.10	9080.50	5951.91	1573.41	17.33
2007	Sweden	68.18	31.82	0.00	1		82.0	47.0	3.54	2.21	45.91	3.34	4838.00	80.53	6.10	9148.09	6007.50	1594.92	17.43
2008	Sweden	68.18	31.82	0.00	1		82.0	47.0	-0.72	3.44	46.00	1.95	4898.00	80.95	6.20	9219.64	6050.82	1626.75	17.64
2009	Sweden	68.18	31.82	0.00	1		82.0	46.4	-5.11	-0.49	47.72	-0.72	4907.00	80.64	8.30	9298.51	6084.66	1667.93	17.94
2010	Sweden	68.93	31.07	0.00	1	19/09/2010	84.6	45.0	5.69	1.16	45.31	-0.03	4962.00	81.25	8.60	9378.13	6106.91	1714.01	18.28
2011	Sweden	70.83	29.17	0.00	1		84.6	44.7	2.74	2.96	45.54	-0.09			7.80	9449.21	6113.64	1760.96	18.64
2012	Sweden	70.83	29.17	0.00	1		84.6	44.7	0.05	0.89	45.71	-0.93			8.00	9519.37	6114.83	1806.47	18.98
2013	Sweden	70.83	29.17	0.00	1		84.6	45.0	1.23	-0.04	47.91	-1.37			8.00	9609.00	6116.00	1913.00	19.91
2014	Sweden	53.76	22.13	24.11	2	14/09/2014	85.8	44.7	2.38	-0.18	54.93	-1.57			7.90				
1960	Switzerland	42.86	28.57	28.57	2		68.5	0.0		1.44	13.71		2718.33	77.61	0.05	5327.83	3502.54	544.84	10.23
1961	Switzerland	42.86	28.57	28.57	2		68.5	0.0	8.35	1.85	11.85		2844.75	79.66	0.02	5434.29	3571.28	558.74	10.28
1962	Switzerland	42.86	28.57	28.57	2		68.5	0.0	5.02	4.32	10.16		2954.30	80.77	0.02	5573.82	3657.45	572.97	10.28
1963	Switzerland	42.86	28.57	28.57	2	27/10/1963	64.5	0.0	4.96	3.44	9.14		2999.93	80.29	0.03	5694.25	3736.19	585.40	10.28
1964	Switzerland	42.86	28.57	28.57	2		64.5	0.0	5.10	3.08	50.79		3046.29	80.28	0.01	5789.23	3794.60	599.94	10.36
1965	Switzerland	42.86	28.57	28.57	2		64.5	0.0	3.06	3.41	44.65		3025.60	79.04	0.01	5856.47	3827.91	615.95	10.52
1966	Switzerland	42.86	28.57	28.57	2		64.5	0.0	2.41	4.78	41.30		3014.00	78.16	0.01	5918.00	3856.41	632.34	10.69
1967	Switzerland	42.86	28.57	28.57	2	29/10/1967	63.8	0.0	3.00	4.01	39.07		3029.96	77.74	0.01	5991.79	3897.56	650.73	10.86
1968	Switzerland	42.86	28.57	28.57	2		63.8	0.0	3.70	2.40	37.95		3048.30	77.26	0.01	6067.71	3945.36	668.11	11.01
1969	Switzerland	42.86	28.57	28.57	2		63.8	0.0	5.61	2.49	36.28		3098.58	77.65	0.01	6136.39	3990.40	684.39	11.15
1970	Switzerland	42.86	28.57	28.57	2		63.8	0.0	6.36	3.62	32.93		3142.60	78.37	0.00	6180.88	4010.10	701.74	11.35
1971	Switzerland	42.86	28.57	28.57	2	31/10/1971	56.4	5.5	4.08	6.57	32.76		3198.70	79.58	0.00	6213.41	4019.23	719.52	11.58
1972	Switzerland	42.86	28.57	28.57	2		56.4	5.5	3.20	6.66	32.17		3242.91	80.05	0.00	6260.96	4051.09	737.99	11.79
1973	Switzerland	42.86	28.57	28.57	2		56.4	5.5	3.05	8.75	31.32		3276.58	80.17	0.00	6307.35	4087.16	757.81	12.01
1974	Switzerland	42.86	28.57	28.57	2		56.4	5.5	1.45	9.77	32.51		3273.62	79.54	0.01	6341.41	4115.53	777.81	12.27
1975	Switzerland	42.86	28.57	28.57	2	26/10/1975	52.4	7.0	-7.28	6.70	35.81		3117.75	75.68	0.32	6338.63	4119.66	797.06	12.57
1976	Switzerland	42.86	28.57	28.57	2		52.4	7.0	-1.40	1.72	39.53		3039.75	74.06	0.69	6302.51	4104.67	814.37	12.92
1977	Switzerland	42.86	28.57	28.57	2		52.4	7.0	2.43	1.30	39.70		3043.75	74.16	0.39	6281.18	4104.07	831.32	13.24
1978	Switzerland	42.86	28.57	28.57	2		52.4	7.0	0.41	1.03	39.45		3072.00	74.52	0.33	6281.74	4122.24	848.02	13.50
1979	Switzerland	42.86	28.57	28.57	2	21/10/1979	48.1	10.5	2.49	3.65	37.75		3104.75	74.75	0.32	6294.36	4153.48	863.30	13.72
1980	Switzerland	42.86	28.57	28.57	2		48.1	10.5	4.60	4.02	37.16		3171.92	75.58	0.19	6319.41	4196.97	874.91	13.84
1981	Switzerland	42.86	28.57	28.57	2		48.1	10.5	1.56	6.49	34.54		3246.00	76.38	0.18	6354.07	4249.75	882.13	13.88
1982	Switzerland	42.86	28.57	28.57	2		48.1	10.5	-1.48	5.66	33.86		3269.32	75.96	0.40	6391.31	4303.96	888.09	13.90
1983	Switzerland	42.86	28.57	28.57	2	23/10/1983	48.9	11.0	0.70	2.95	31.66		3284.55	75.53	0.85	6418.77	4348.42	892.99	13.91
1984	Switzerland	42.86	28.57	28.57	2		48.9	11.0	3.09	2.93	31.32		3323.18	75.78	1.05	6441.87	4385.35	899.08	13.96
1985	Switzerland	42.86	28.57	28.57	2		48.9	11.0	3.69	3.44	30.81		3384.32	76.59	0.89	6470.37	4418.77	910.37	14.07
1986	Switzerland	42.86	28.57	28.57	2		48.9	11.0	1.86	0.75	29.63		3456.41	77.69	0.75	6504.13	4449.22	925.43	14.23
1987	Switzerland	42.86	28.57	28.57	2	18/10/1987	46.2	14.0	1.52	1.44	28.70		3540.09	78.99	0.71	6545.11	4481.65	939.91	14.36
1988	Switzerland	42.86	28.57	28.57	2		46.2	14.0	3.29	1.87	27.51		3628.59	80.37	0.61	6593.39	4514.94	953.33	14.46
1989	Switzerland	42.86	28.57	28.57	2		46.2	14.0	4.38	3.16	25.65		3720.51	81.80	0.46	6646.91	4548.38	966.16	14.54
1990	Switzerland	42.86	28.57	28.57	2		46.2	14.0	3.70	5.40	31.45	-0.06	3838.66	83.69	0.47	6712.27	4586.89	977.89	14.57
1991	Switzerland	42.86	28.57	28.57	2	20/10/1991	46.0	17.5	-0.94	5.86	33.67	-1.79	4204.69	90.54	1.64	6799.98	4643.87	990.00	14.56
1992	Switzerland	42.86	28.57	28.57	2		46.0	17.5	-0.13	4.04	38.93	-3.05	4182.25	89.33	2.70	6875.36	4681.97	1001.29	14.56
1993	Switzerland	42.86	28.57	28.57	2		46.0	17.5	-0.18	3.29	43.45	-3.52	4176.42	88.64	3.64	6938.27	4711.47	1012.39	14.59
1994	Switzerland	42.86	28.57	28.57	2		46.0	17.5	1.33	0.85	46.09	-2.88	4150.36	87.59	3.64	6993.80	4738.37	1024.53	14.65
1995	Switzerland	42.86	28.57	28.57	2	22/10/1995	42.2	18.0	0.56	1.80	48.20	-2.11	4126.65	86.67	3.16	7040.69	4761.20	1037.18	14.73
1996	Switzerland	42.86	28.57	28.57	2		42.2	18.0	0.55	0.81	50.62	-1.97	4136.89	86.65	3.46	7071.85	4774.04	1048.86	14.83
1997	Switzerland	42.86	28.57	28.57	2		42.2	21.0	2.28	0.52	52.62	-2.86	4154.14	86.92	3.93	7088.91	4779.04	1060.17	14.96
1998	Switzerland	42.86	28.57	28.57	2		42.2	21.0	2.87	0.02	55.49	-1.86	4182.62	87.33	3.32	7110.00	4789.28	1072.52	15.08
1999	Switzerland	42.86	28.57	28.57	2	24/10/1999	43.3	22.5	1.59	0.81	52.61	-0.94	4193.13	87.19	2.81	7143.99	4809.41	1086.18	15.20
2000	Switzerland	42.86	28.57	28.57	2		43.3	23.0	4.17	1.56	52.65	-0.45	4223.01	87.34	2.54	7184.25	4835.16	1100.89	15.32
2001	Switzerland	42.86	28.57	28.57	2		43.3	23.0	1.46	0.99	52.52	-0.82	4278.99	87.72	2.24	7226.65	4878.09	1123.18	15.54
2002	Switzerland	42.86	28.57	28.57	2		43.3	23.0	0.15	0.64	60.08	-2.66	4337.11	88.05	2.87	7284.75	4925.61	1135.98	15.59
2003	Switzerland	42.86	28.57	28.57	2	19/10/2003	45.2	25.0	0.08	0.64	58.46	-2.42	4367.78	87.84	3.88	7339.00	4971.70	1149.61	15.66
2004	Switzerland	57.14	14.29	28.57	2		45.2	25.0	2.64	0.80	59.69	-2.22	4392.10	87.57	4.15	7389.63	5014.60	1165.54	15.77
2005	Switzerland	57.14	14.29	28.57	2		45.2	25.0	3.09	1.17	57.06	-1.18	4418.43	87.40	4.16	7437.12	5054.25	1183.40	15.91
2006	Switzerland	57.14	14.29	28.57	2		45.2	25.0	4.15	1.06	50.69	0.31	4497.88	88.33	3.78	7483.93	5091.28	1204.56	16.10
2007	Switzerland	57.14	14.29	28.57	2	21/10/2007	48.3	28.5	4.14	0.73	50.48	0.93	4597.52	89.42	3.42	7551.12	5140.49	1230.91	16.30
2008	Switzerland	57.14	14.29	28.57	2		48.3	28.5	2.18	2.43	48.72	2.05	4685.50	89.94	3.19	7647.68	5208.62	1260.80	16.49
2009	Switzerland	57.14	14.29	28.57	2		48.3	29.0	-2.13	-0.48	46.49	0.76	4761.12	90.31	4.06	7743.83	5270.78	1292.57	16.69
2010	Switzerland	57.14	14.29	28.57	2		48.3	29.0	2.86	0.69	44.93	0.34			4.24	7827.97	5322.76	1319.19	16.85
2011	Switzerland	57.14	14.29	28.57	2	23/10/2011	48.5	28.5	1.94	0.23	45.04	0.76			3.76	7912.40	5372.24	1347.42	17.03
2012	Switzerland	57.14	14.29	28.57	2		48.5	29.0	1.12	-0.69	45.82	0.25			3.88	7996.86	5417.35	1381.89	17.28
2013	Switzerland	57.14	14.29	28.57	2		48.5	31.0	1.78	-0.22	45.51	-0.34			4.06	8140.00	5495.00	1433.00	17.60
2014	Switzerland	57.14	14.29	28.57	2		48.5	31.0	1.89	-0.01	45.62	-0.20			4.20				
1960	United Kingdom	100.00	0.00	0.00	1		78.7	3.9		1.00	91.34	-0.93	24504.00	72.05	1.30	52373.00	34012.00	6138.00	11.72
1961	United Kingdom	100.00	0.00	0.00	1		78.7	3.9	2.68	3.45	88.16	-0.69	24739.00	72.25	1.20	52807.00	34241.00	6210.00	11.76
1962	United Kingdom	100.00	0.00	0.00	1		78.7	3.9	1.10	4.20	88.92	0.10	25033.00	72.24	1.60	53292.00	34652.00	6280.00	11.78
1963	United Kingdom	100.00	0.00	0.00	1		78.7	3.9	4.88	2.02	84.13	-3.04	25153.00	72.16	2.00	53625.00	34855.00	6349.00	11.84
1964	United Kingdom	79.23	0.00	20.77	2	15/10/1964	77.2	4.4	5.56	3.28	77.19	-1.09	25295.00	72.31	1.40	53991.00	34980.00	6466.00	11.98
1965	United Kingdom	0.00	0.00	100.00	5		77.2	4.4	2.15	4.77	69.52	-2.06	25498.00	72.77	1.20	54350.00	35038.00	6608.00	12.16
1966	United Kingdom	0.00	0.00	100.00	5	31/03/1966	76.0	4.1	1.56	3.91	71.90	0.28	25632.00	73.03	1.10	54643.00	35096.00	6696.00	12.25
1967	United Kingdom	0.00	0.00	100.00	5		76.0	4.1	2.79	2.48	63.20	-0.90	25490.00	72.64	2.00	54959.00	35090.00	6852.00	12.47
1968	United Kingdom	0.00	0.00	100.00	5		76.0	4.1	5.50	4.70	58.26	-0.28	25378.00	72.42	2.10	55214.00	35044.00	6977.00	12.64
1969	United Kingdom	0.00	0.00	100.00	5		76.0	4.1	1.95	5.45	54.46	-0.47	25376.00	72.47	2.00	55461.00	35016.00	7121.00	12.84
1970	United Kingdom	53.42	0.00	46.58	3	18/06/1970	72.2	4.1	2.71	6.37	60.02	3.08	25308.00	72.36	2.20	55632.00	34976.00	7251.00	13.03
1971	United Kingdom	100.00	0.00	0.00	1		72.2	4.1	3.48	9.44	58.32	1.74	25229.00	71.98	2.70	55928.00	35049.00	7409.00	13.25
1972	United Kingdom	100.00	0.00	0.00	1		72.2	4.1	4.23	7.07	54.91	-1.96	25288.00	72.11	3.10	56097.00	35070.00	7532.00	13.43
1973	United Kingdom	100.00	0.00	0.00	1		72.2	4.1	6.54	9.20	50.98	-4.24	25633.00	73.01	2.20	56223.00	35110.00	7659.00	13.62
1974	United Kingdom	17.26	0.00	82.74	4	10/10/1974	72.9	4.3	-2.52	16.04	52.19	-4.22	25676.00	73.09	2.00	56236.00	35129.00	7785.00	13.84
1975	United Kingdom	0.00	0.00	100.00	5		72.9	4.3	-1.55	24.21	45.32	-5.42	25893.00	73.59	3.20	56226.00	35187.00	7901.00	14.05
1976	United Kingdom	0.00	0.00	100.00	5		72.9	4.3	3.03	16.56	45.81	-5.59	26111.00	73.92	4.80	56216.00	35321.00	7997.00	14.23
1977	United Kingdom	0.00	0.00	100.00	5		72.9	4.3	2.60	15.84	56.86	-3.94	26224.00	73.91	5.10	56190.00	35481.00	8102.00	14.42
1978	United Kingdom	0.00	0.00	100.00	5		72.9	4.3	4.13	8.26	48.81	-5.18	26357.00	73.95	5.00	56178.00	35640.00	8214.00	14.62
1979	United Kingdom	66.03	0.00	33.97	3	03/05/1979	76.3	3.0	3.68	13.42	45.75	-4.22	26628.00	74.27	4.60	56240.00	35855.00	8318.00	14.79
1980	United Kingdom	100.00	0.00	0.00	1		76.3	3.0	-2.17	17.97	40.12	-3.83	26840.00	74.39	5.60	56330.00	36079.00	8424.00	14.95
1981	United Kingdom	100.00	0.00	0.00	1		76.3	3.0	-0.85	11.88	43.85	-5.11	26740.00	73.71	8.80	56357.00	36278.00	8476.00	15.04
1982	United Kingdom	100.00	0.00	0.00	1		76.3	3.0	2.08	8.60	48.45	-3.12	26678.00	73.17	10.10	56291.00	36460.00	8475.00	15.06
1983	United Kingdom	100.00	0.00	0.00	1	09/06/1983	72.8	3.5	4.20	4.61	47.15	-3.94	26610.00	72.43	10.80	56316.00	36737.00	8423.00	14.96
1984	United Kingdom	100.00	0.00	0.00	1		72.8	3.5	2.26	4.96	46.97	-4.24	27235.00	73.54	10.90	56409.00	37035.00	8397.00	14.89
1985	United Kingdom	100.00	0.00	0.00	1		72.8	3.5	4.11	6.07	44.35	-3.30	27486.00	74.08	11.20	56554.00	37103.00	8578.00	15.17
1986	United Kingdom	100.00	0.00	0.00	1		72.8	3.5	3.17	3.43	45.35	-3.02	27491.00	73.90	11.20	56684.00	37198.00	8707.00	15.36
1987	United Kingdom	100.00	0.00	0.00	1	11/06/1987	75.4	6.3	5.56	4.15	44.50	-2.08	27943.00	74.99	10.30	56804.00	37264.00	8817.00	15.52
1988	United Kingdom	100.00	0.00	0.00	1		75.4	6.3	5.92	3.91	41.18	-0.18	28345.00	76.00	8.50	56916.00	37298.00	8890.00	15.62
1989	United Kingdom	100.00	0.00	0.00	1		75.4	6.3	2.52	5.17	34.01	-0.07	28764.00	77.07	7.10	57076.00	37321.00	8965.00	15.71
1990	United Kingdom	100.00	0.00	0.00	1		75.4	6.3	0.55	7.03	29.87	-2.17	28909.00	77.39	6.90	57237.00	37357.00	9004.00	15.73
1991	United Kingdom	100.00	0.00	0.00	1		75.4	6.3	-1.26	7.51	30.25	-3.31	28545.00	76.38	8.60	57439.00	37370.00	9058.00	15.77
1992	United Kingdom	100.00	0.00	0.00	1	09/04/1992	77.8	9.2	0.45	4.28	31.91	-6.17	28306.00	75.81	9.80	57585.00	37337.00	9102.00	15.81
1993	United Kingdom	100.00	0.00	0.00	1		77.8	9.2	2.63	2.52	36.14	-7.43	28103.00	75.27	10.20	57714.00	37334.00	9136.00	15.83
1994	United Kingdom	100.00	0.00	0.00	1		77.8	9.2	4.02	1.95	43.48	-6.40	28052.00	74.98	9.30	57862.00	37415.00	9153.00	15.82
1995	United Kingdom	100.00	0.00	0.00	1		77.8	9.2	2.52	2.68	55.40	-5.41	28024.00	74.66	8.50	58025.00	37538.00	9195.00	15.85
1996	United Kingdom	100.00	0.00	0.00	1		77.8	9.2	2.67	2.46	54.74	-3.81	28134.00	74.71	7.90	58164.00	37659.00	9223.00	15.86
1997	United Kingdom	33.15	0.00	66.85	4	01/05/1997	71.6	18.2	3.10	1.82	54.42	-2.15	28252.00	74.79	6.80	58314.00	37777.00	9243.00	15.85
1998	United Kingdom	0.00	0.00	100.00	5		71.6	18.2	3.38	1.56	59.76	-0.23	28223.00	74.44	6.10	58475.00	37915.00	9270.00	15.85
1999	United Kingdom	0.00	0.00	100.00	5		71.6	18.4	3.11	1.35	55.11	0.75	28508.00	74.78	5.90	58684.00	38123.00	9277.00	15.81
2000	United Kingdom	0.00	0.00	100.00	5		71.6	18.4	3.80	0.80	55.66	1.15	28740.00	74.89	5.40	58886.00	38376.00	9308.00	15.81
2001	United Kingdom	0.00	0.00	100.00	5	07/06/2001	59.4	17.9	2.76	1.24	51.29	0.38	28774.00	74.48	5.00	59113.00	38634.00	9374.00	15.86
2002	United Kingdom	0.00	0.00	100.00	5		59.4	17.9	2.49	1.23	53.41	-2.09	29030.00	75.32	5.10	58569.63	38541.25	9006.66	15.38
2003	United Kingdom	0.00	0.00	100.00	5		59.4	17.9	3.34	1.38	52.17	-3.42	29587.20	76.27	5.00	58838.95	38790.81	9075.99	15.43
2004	United Kingdom	0.00	0.00	100.00	5		59.4	18.1	2.49	1.35	54.68	-3.59	29800.88	76.28	4.70	59149.12	39069.50	9143.76	15.46
2005	United Kingdom	0.00	0.00	100.00	5	05/05/2005	61.8	19.7	3.00	2.04	56.14	-3.54	30132.69	76.32	4.80	59591.04	39484.16	9211.53	15.46
2006	United Kingdom	0.00	0.00	100.00	5		61.8	19.7	2.66	2.35	55.32	-2.91	30679.95	76.89	5.40	60002.57	39899.18	9255.45	15.43
2007	United Kingdom	0.00	0.00	100.00	5		61.8	19.5	2.59	2.31	55.63	-2.98	30865.00	76.56	5.30	60481.82	40313.73	9344.26	15.45
2008	United Kingdom	0.00	0.00	100.00	5		61.8	19.5	-0.47	3.60	68.32	-5.07	31283.00	77.12	5.60	61411.69	40562.99	9928.92	16.17
2009	United Kingdom	0.00	0.00	100.00	5		61.8	19.5	-4.19	2.18	81.74	-10.81	31416.17	77.03	7.60	61423.72	40786.27	9677.81	15.76
2010	United Kingdom	62.19	0.00	37.81	3	06/05/2010	65.8	22.0	1.54	3.30	92.99	-9.67	31560.23	76.93	7.80	61914.64	41027.03	9873.11	15.95
2011	United Kingdom	100.00	0.00	0.00	1		65.8	22.3	1.97	4.46	106.93	-7.71	31867.82	77.16	8.10	62435.20	41301.81	10074.15	16.14
2012	United Kingdom	100.00	0.00	0.00	1		65.8	22.5	1.18	2.80	111.15	-8.35	32129.06	77.81	7.90	62858.80	41289.86	10434.81	16.60
2013	United Kingdom	100.00	0.00	0.00	1		65.8	22.5	2.16	2.57	106.35	-5.68	32346.98	78.37	7.60	63237.94	41272.34	10725.61	16.96
2014	United Kingdom	100.00	0.00	0.00	1		65.8	22.6	2.85	1.47	117.14	-5.62	32638.88	78.98	6.10	63650.01	41323.55	10988.58	17.26
1960	USA	92.31	7.69	0.00	1	08/11/1960	61.0	3.9		1.46	64.85	-2.34	71489.00	66.85	5.50	180671.20	107919.40	16675.03	9.23
1961	USA	11.12	88.88	0.00	1		61.0	3.9	2.55	1.07	65.41	-3.68	72359.00	66.97	6.70	183691.50	109048.60	17089.21	9.30
1962	USA	6.67	93.33	0.00	1	06/11/1962	47.5	4.1	6.12	1.20	61.90	-3.52	72675.00	66.06	5.50	186537.70	111177.30	17456.60	9.36
1963	USA	6.74	93.26	0.00	1		47.5	4.1	4.36	1.24	60.70	-2.78	73839.00	65.99	5.70	189241.80	112998.90	17777.66	9.39
1964	USA	7.14	92.86	0.00	1	03/11/1964	59.7	2.8	5.77	1.28	58.65	-3.29	75109.00	66.04	5.20	191888.80	114814.40	18126.70	9.45
1965	USA	14.20	85.80	0.00	1		59.7	2.8	6.50	1.59	55.79	-2.85	76401.00	66.19	4.50	194303.00	116601.30	18451.39	9.50
1966	USA	18.81	81.19	0.00	1	08/11/1966	46.6	2.5	6.60	3.02	52.99	-3.12	77892.00	66.56	3.80	196560.30	118546.00	18755.13	9.54
1967	USA	18.75	81.25	0.00	1		46.6	2.5	2.74	2.77	52.68	-4.58	79565.00	67.00	3.80	198712.10	120582.20	19071.41	9.60
1968	USA	8.11	91.89	0.00	1	05/11/1968	56.9	2.5	4.91	4.27	51.02	-3.45	80990.00	67.08	3.60	200706.00	122655.90	19365.12	9.65
1969	USA	94.79	5.21	0.00	1		56.9	2.5	3.14	5.46	48.75	-2.11	82972.00	67.53	3.50	202677.00	124737.20	19680.46	9.71
1970	USA	100.00	0.00	0.00	1	03/11/1970	46.1	2.3	0.20	5.84	49.06	-4.57	84889.00	67.68	4.90	205052.20	127007.00	20106.73	9.81
1971	USA	100.00	0.00	0.00	1		46.1	2.3	3.30	4.29	50.17	-5.39	86355.00	67.41	5.90	207660.70	129364.80	20561.46	9.90
1972	USA	100.00	0.00	0.00	1	07/11/1972	53.2	3.0	5.26	3.27	49.56	-4.07	88847.00	67.88	5.60	209896.00	131829.30	21019.82	10.01
1973	USA	93.48	6.52	0.00	1		53.2	3.0	5.64	6.18	45.50	-2.75	91203.00	68.36	4.90	211908.80	134224.60	21524.93	10.16
1974	USA	92.64	7.36	0.00	1	05/11/1974	37.8	3.7	-0.52	11.05	45.06	-3.34	93670.00	68.95	5.60	213853.90	136590.00	22061.48	10.32
1975	USA	82.32	17.68	0.00	1		37.8	3.7	-0.20	9.14	48.24	-7.32	95453.00	69.07	8.50	215973.20	138915.40	22696.29	10.51
1976	USA	76.92	23.08	0.00	1	02/11/1976	51.6	4.4	5.39	5.74	46.75	-5.15	97826.00	69.53	7.70	218035.20	141381.10	23278.10	10.68
1977	USA	10.78	89.22	0.00	1		51.6	4.4	4.61	6.50	46.07	-3.86	100665.00	70.36	7.10	220239.40	143750.30	23891.85	10.85
1978	USA	7.14	92.86	0.00	1	08/11/1978	37.0	4.1	5.56	7.63	44.78	-3.11	103882.00	71.42	6.10	222584.50	146127.90	24502.05	11.01
1979	USA	4.60	95.40	0.00	1		37.0	4.1	3.18	11.25	43.27	-2.58	106559.00	72.10	5.80	225055.50	148467.10	25133.74	11.17
1980	USA	0.00	100.00	0.00	1	04/11/1980	50.0	3.7	-0.24	13.55	43.29	-4.03	108543.90	72.58	7.10	227224.70	150227.40	25707.46	11.31
1981	USA	94.79	5.21	0.00	1		50.0	3.7	2.59	10.33	42.63	-3.54	110318.30	72.91	7.60	229465.70	151991.70	26220.80	11.43
1982	USA	100.00	0.00	0.00	1	02/11/1982	40.3	4.8	-1.91	6.13	47.31	-6.03	111873.90	73.19	9.70	231664.50	153546.60	26787.48	11.56
1983	USA	100.00	0.00	0.00	1		40.3	4.8	4.63	3.21	49.61	-6.66	113245.50	73.40	9.60	233792.00	154962.70	27360.67	11.70
